usage_id,customer_id,service_type,month_year,gb_used,minutes_used
3577,CUST0218,Internet,2023-05-01,23.09,1196
3578,CUST0218,Internet,2023-05-31,21.89,1630
3579,CUST0218,Internet,2023-06-30,30.01,1851
3580,CUST0218,Internet,2023-07-30,25.82,305
3581,CUST0218,Internet,2023-08-29,6.39,143
3582,CUST0218,Internet,2023-09-28,19.11,1951
3583,CUST0218,Streaming,2023-01-01,32.63,1590
3584,CUST0218,Streaming,2023-01-31,37.51,694
3585,CUST0218,Streaming,2023-03-02,32.26,893
3586,CUST0218,Streaming,2023-04-01,35.09,1351
3587,CUST0218,Streaming,2023-05-01,47.24,1810
3588,CUST0218,Streaming,2023-05-31,42.03,1918
3589,CUST0218,Streaming,2023-06-30,41.58,1685
3590,CUST0218,Streaming,2023-07-30,27.41,1520
3591,CUST0218,Streaming,2023-08-29,3.87,1628
3592,CUST0218,Streaming,2023-09-28,73.33,991
3593,CUST0219,Phone,2023-01-01,37.15,1077
3594,CUST0219,Phone,2023-01-31,34.19,274
3595,CUST0219,Phone,2023-03-02,31.88,1725
3596,CUST0219,Internet,2023-01-01,23.43,646
3597,CUST0219,Internet,2023-01-31,36.22,1520
3598,CUST0219,Internet,2023-03-02,26.89,1457
3599,CUST0219,Streaming,2023-01-01,35.3,102
3600,CUST0219,Streaming,2023-01-31,72.22,1575
3601,CUST0219,Streaming,2023-03-02,59.99,846
3602,CUST0220,Phone,2023-01-01,65.1,516
3603,CUST0220,Internet,2023-01-01,17.58,727
3604,CUST0220,Streaming,2023-01-01,57.82,1518
3605,CUST0221,Phone,2023-01-01,29.0,1209
3606,CUST0221,Phone,2023-01-31,77.34,943
3607,CUST0221,Phone,2023-03-02,37.17,109
3608,CUST0221,Phone,2023-04-01,41.0,1653
3609,CUST0221,Phone,2023-05-01,19.0,1012
3610,CUST0221,Phone,2023-05-31,22.1,715
3611,CUST0221,Phone,2023-06-30,13.45,277
3612,CUST0221,Phone,2023-07-30,40.91,952
3613,CUST0221,Phone,2023-08-29,59.24,426
3614,CUST0221,Phone,2023-09-28,15.24,494
3615,CUST0221,Phone,2023-10-28,63.85,848
3616,CUST0221,Streaming,2023-01-01,38.06,149
3617,CUST0221,Streaming,2023-01-31,62.77,1745
3618,CUST0221,Streaming,2023-03-02,14.71,1887
3619,CUST0221,Streaming,2023-04-01,66.04,1948
3620,CUST0221,Streaming,2023-05-01,46.87,1267
3621,CUST0221,Streaming,2023-05-31,11.8,1903
3622,CUST0221,Streaming,2023-06-30,22.93,1698
3623,CUST0221,Streaming,2023-07-30,38.63,1864
3624,CUST0221,Streaming,2023-08-29,60.21,1653
3625,CUST0221,Streaming,2023-09-28,58.67,1806
3626,CUST0221,Streaming,2023-10-28,3.43,354
3627,CUST0222,Phone,2023-01-01,51.75,1707
3628,CUST0222,Phone,2023-01-31,35.16,1327
3629,CUST0222,Phone,2023-03-02,68.45,316
3630,CUST0223,Phone,2023-01-01,22.7,1421
3631,CUST0223,Phone,2023-01-31,29.23,433
3632,CUST0223,Phone,2023-03-02,25.93,1840
3633,CUST0223,Phone,2023-04-01,74.62,431
3634,CUST0223,Phone,2023-05-01,28.92,999
3635,CUST0223,Internet,2023-01-01,28.64,733
3636,CUST0223,Internet,2023-01-31,61.94,295
3637,CUST0223,Internet,2023-03-02,78.85,557
3638,CUST0223,Internet,2023-04-01,8.21,1652
3639,CUST0223,Internet,2023-05-01,17.4,860
3640,CUST0223,Streaming,2023-01-01,75.26,1182
3641,CUST0223,Streaming,2023-01-31,13.46,1775
3642,CUST0223,Streaming,2023-03-02,53.25,498
3643,CUST0223,Streaming,2023-04-01,71.0,1390
3644,CUST0223,Streaming,2023-05-01,66.0,579
3645,CUST0224,Streaming,2023-01-01,60.92,1034
3646,CUST0224,Streaming,2023-01-31,16.07,1621
3647,CUST0224,Streaming,2023-03-02,66.17,389
3648,CUST0224,Streaming,2023-04-01,15.7,1118
3649,CUST0224,Streaming,2023-05-01,55.14,426
3650,CUST0224,Streaming,2023-05-31,38.26,1419
3651,CUST0225,Phone,2023-01-01,4.72,1631
3652,CUST0225,Phone,2023-01-31,50.0,1332
3653,CUST0225,Phone,2023-03-02,72.67,492
3654,CUST0225,Phone,2023-04-01,56.26,1232
3655,CUST0225,Phone,2023-05-01,6.08,149
3656,CUST0225,Phone,2023-05-31,61.94,1543
3657,CUST0225,Phone,2023-06-30,52.47,1067
3658,CUST0225,Internet,2023-01-01,41.17,1396
3659,CUST0225,Internet,2023-01-31,8.15,1463
3660,CUST0225,Internet,2023-03-02,42.36,1957
3661,CUST0225,Internet,2023-04-01,4.97,1388
3662,CUST0225,Internet,2023-05-01,42.09,265
3663,CUST0225,Internet,2023-05-31,69.78,1119
3664,CUST0225,Internet,2023-06-30,52.34,162
3665,CUST0225,Streaming,2023-01-01,12.59,1444
3666,CUST0225,Streaming,2023-01-31,63.22,321
3667,CUST0225,Streaming,2023-03-02,77.78,725
3668,CUST0225,Streaming,2023-04-01,54.71,295
3669,CUST0225,Streaming,2023-05-01,35.48,1094
3670,CUST0225,Streaming,2023-05-31,59.63,1357
3671,CUST0225,Streaming,2023-06-30,48.31,1621
3672,CUST0226,Phone,2023-01-01,22.25,1627
3673,CUST0226,Phone,2023-01-31,66.61,1707
3674,CUST0226,Phone,2023-03-02,8.49,739
3675,CUST0226,Phone,2023-04-01,76.65,314
3676,CUST0226,Phone,2023-05-01,61.66,1788
3677,CUST0226,Phone,2023-05-31,37.91,1895
3678,CUST0226,Phone,2023-06-30,23.43,1202
3679,CUST0226,Phone,2023-07-30,51.64,1965
3680,CUST0226,Phone,2023-08-29,69.3,345
3681,CUST0226,Phone,2023-09-28,17.48,502
3682,CUST0226,Phone,2023-10-28,78.44,1558
3683,CUST0226,Streaming,2023-01-01,39.1,1295
3684,CUST0226,Streaming,2023-01-31,33.04,1060
3685,CUST0226,Streaming,2023-03-02,53.58,1179
3686,CUST0226,Streaming,2023-04-01,21.44,383
3687,CUST0226,Streaming,2023-05-01,14.68,717
3688,CUST0226,Streaming,2023-05-31,73.48,711
3689,CUST0226,Streaming,2023-06-30,3.17,1956
3690,CUST0226,Streaming,2023-07-30,63.56,185
3691,CUST0226,Streaming,2023-08-29,11.23,435
3692,CUST0226,Streaming,2023-09-28,69.0,1821
3693,CUST0226,Streaming,2023-10-28,33.88,1741
3694,CUST0227,Streaming,2023-01-01,55.09,415
3695,CUST0227,Streaming,2023-01-31,33.73,1204
3696,CUST0227,Streaming,2023-03-02,8.61,1818
3697,CUST0227,Streaming,2023-04-01,48.11,1109
3698,CUST0227,Streaming,2023-05-01,5.39,1068
3699,CUST0228,Phone,2023-01-01,43.15,751
3700,CUST0228,Phone,2023-01-31,46.77,1170
3701,CUST0228,Phone,2023-03-02,76.07,248
3702,CUST0228,Phone,2023-04-01,8.13,555
3703,CUST0228,Phone,2023-05-01,28.21,1754
3704,CUST0228,Phone,2023-05-31,14.09,968
3705,CUST0228,Internet,2023-01-01,30.59,1123
3706,CUST0228,Internet,2023-01-31,74.8,343
3707,CUST0228,Internet,2023-03-02,78.31,1226
3708,CUST0228,Internet,2023-04-01,2.39,1777
3709,CUST0228,Internet,2023-05-01,28.14,1866
3710,CUST0228,Internet,2023-05-31,73.04,395
3711,CUST0228,Streaming,2023-01-01,61.94,1053
3712,CUST0228,Streaming,2023-01-31,42.31,1206
3713,CUST0228,Streaming,2023-03-02,47.22,805
3714,CUST0228,Streaming,2023-04-01,22.41,314
3715,CUST0228,Streaming,2023-05-01,6.54,1582
3716,CUST0228,Streaming,2023-05-31,58.21,293
3717,CUST0229,Phone,2023-01-01,66.14,1225
3718,CUST0229,Internet,2023-01-01,30.51,424
3719,CUST0229,Streaming,2023-01-01,18.94,790
3720,CUST0230,Phone,2023-01-01,23.76,162
3721,CUST0230,Phone,2023-01-31,45.1,403
3722,CUST0230,Phone,2023-03-02,57.93,433
3723,CUST0230,Phone,2023-04-01,79.26,510
3724,CUST0230,Phone,2023-05-01,58.07,179
3725,CUST0230,Phone,2023-05-31,63.94,1200
3726,CUST0230,Phone,2023-06-30,57.99,1917
3727,CUST0230,Phone,2023-07-30,66.81,176
3728,CUST0230,Phone,2023-08-29,59.93,1132
3729,CUST0230,Phone,2023-09-28,31.09,1430
3730,CUST0230,Internet,2023-01-01,34.08,221
3731,CUST0230,Internet,2023-01-31,73.55,1097
3732,CUST0230,Internet,2023-03-02,77.15,668
3733,CUST0230,Internet,2023-04-01,2.02,1779
3734,CUST0230,Internet,2023-05-01,47.23,1091
3735,CUST0230,Internet,2023-05-31,27.6,1396
3736,CUST0230,Internet,2023-06-30,11.95,1579
3737,CUST0230,Internet,2023-07-30,49.3,1372
3738,CUST0230,Internet,2023-08-29,13.69,177
3739,CUST0230,Internet,2023-09-28,11.56,1396
3740,CUST0230,Streaming,2023-01-01,30.64,114
3741,CUST0230,Streaming,2023-01-31,35.85,1795
3742,CUST0230,Streaming,2023-03-02,44.37,1236
3743,CUST0230,Streaming,2023-04-01,49.19,1376
3744,CUST0230,Streaming,2023-05-01,51.68,958
3745,CUST0230,Streaming,2023-05-31,9.16,1791
3746,CUST0230,Streaming,2023-06-30,52.48,1124
3747,CUST0230,Streaming,2023-07-30,67.15,1026
3748,CUST0230,Streaming,2023-08-29,26.28,1284
3749,CUST0230,Streaming,2023-09-28,10.04,1251
3750,CUST0231,Phone,2023-01-01,2.24,1890
3751,CUST0231,Phone,2023-01-31,32.12,1853
3752,CUST0231,Internet,2023-01-01,38.88,656
3753,CUST0231,Internet,2023-01-31,8.45,339
3754,CUST0231,Streaming,2023-01-01,60.44,1460
3755,CUST0231,Streaming,2023-01-31,17.52,1923
3756,CUST0232,Phone,2023-01-01,67.29,368
3757,CUST0232,Phone,2023-01-31,24.57,434
3758,CUST0232,Phone,2023-03-02,35.34,1191
3759,CUST0232,Phone,2023-04-01,23.04,1919
3760,CUST0232,Phone,2023-05-01,38.68,348
3761,CUST0232,Phone,2023-05-31,41.97,1533
3762,CUST0232,Phone,2023-06-30,43.36,893
3763,CUST0232,Phone,2023-07-30,21.6,1727
3764,CUST0232,Internet,2023-01-01,36.54,1710
3765,CUST0232,Internet,2023-01-31,59.86,544
3766,CUST0232,Internet,2023-03-02,64.53,396
3767,CUST0232,Internet,2023-04-01,20.25,592
3768,CUST0232,Internet,2023-05-01,63.36,1022
3769,CUST0232,Internet,2023-05-31,39.77,1189
3770,CUST0232,Internet,2023-06-30,2.01,1663
3771,CUST0232,Internet,2023-07-30,46.11,1616
3772,CUST0232,Streaming,2023-01-01,48.78,1061
3773,CUST0232,Streaming,2023-01-31,60.47,1960
3774,CUST0232,Streaming,2023-03-02,28.27,1837
3775,CUST0232,Streaming,2023-04-01,78.13,485
3776,CUST0232,Streaming,2023-05-01,74.73,1740
3777,CUST0232,Streaming,2023-05-31,36.57,1477
3778,CUST0232,Streaming,2023-06-30,39.86,1880
3779,CUST0232,Streaming,2023-07-30,32.63,994
3780,CUST0233,Phone,2023-01-01,11.69,891
3781,CUST0233,Phone,2023-01-31,49.06,447
3782,CUST0233,Phone,2023-03-02,36.23,1012
3783,CUST0233,Phone,2023-04-01,69.89,1811
3784,CUST0233,Phone,2023-05-01,19.16,786
3785,CUST0233,Phone,2023-05-31,24.88,1379
3786,CUST0233,Phone,2023-06-30,27.24,1226
3787,CUST0233,Internet,2023-01-01,37.13,449
3788,CUST0233,Internet,2023-01-31,75.93,1490
3789,CUST0233,Internet,2023-03-02,65.86,884
3790,CUST0233,Internet,2023-04-01,68.9,1019
3791,CUST0233,Internet,2023-05-01,57.24,924
3792,CUST0233,Internet,2023-05-31,33.0,971
3793,CUST0233,Internet,2023-06-30,55.58,963
3794,CUST0234,Phone,2023-01-01,16.03,1107
3795,CUST0234,Phone,2023-01-31,49.37,734
3796,CUST0234,Phone,2023-03-02,74.8,1617
3797,CUST0234,Phone,2023-04-01,4.5,1972
3798,CUST0234,Internet,2023-01-01,30.74,1703
3799,CUST0234,Internet,2023-01-31,61.24,1710
3800,CUST0234,Internet,2023-03-02,56.87,564
3801,CUST0234,Internet,2023-04-01,74.37,1054
3802,CUST0234,Streaming,2023-01-01,4.51,898
3803,CUST0234,Streaming,2023-01-31,3.1,345
3804,CUST0234,Streaming,2023-03-02,45.7,344
3805,CUST0234,Streaming,2023-04-01,9.86,1729
3806,CUST0235,Phone,2023-01-01,15.81,1771
3807,CUST0235,Phone,2023-01-31,75.04,1567
3808,CUST0235,Phone,2023-03-02,2.64,389
3809,CUST0235,Phone,2023-04-01,4.67,1011
3810,CUST0235,Phone,2023-05-01,73.15,1722
3811,CUST0235,Phone,2023-05-31,47.19,505
3812,CUST0235,Phone,2023-06-30,23.08,852
3813,CUST0235,Phone,2023-07-30,78.09,1893
3814,CUST0235,Phone,2023-08-29,71.82,893
3815,CUST0235,Phone,2023-09-28,28.89,206
3816,CUST0235,Internet,2023-01-01,26.27,1847
3817,CUST0235,Internet,2023-01-31,45.89,107
3818,CUST0235,Internet,2023-03-02,42.5,180
3819,CUST0235,Internet,2023-04-01,12.98,1702
3820,CUST0235,Internet,2023-05-01,25.37,1986
3821,CUST0235,Internet,2023-05-31,61.6,1822
3822,CUST0235,Internet,2023-06-30,11.1,992
3823,CUST0235,Internet,2023-07-30,2.07,1855
3824,CUST0235,Internet,2023-08-29,52.13,1756
3825,CUST0235,Internet,2023-09-28,65.17,567
3826,CUST0235,Streaming,2023-01-01,56.56,1946
3827,CUST0235,Streaming,2023-01-31,33.97,1275
3828,CUST0235,Streaming,2023-03-02,12.68,1501
3829,CUST0235,Streaming,2023-04-01,36.91,1875
3830,CUST0235,Streaming,2023-05-01,66.05,1512
3831,CUST0235,Streaming,2023-05-31,22.14,1887
3832,CUST0235,Streaming,2023-06-30,11.47,1429
3833,CUST0235,Streaming,2023-07-30,19.94,818
3834,CUST0235,Streaming,2023-08-29,37.32,1395
3835,CUST0235,Streaming,2023-09-28,55.13,368
3836,CUST0236,Phone,2023-01-01,41.28,914
3837,CUST0236,Phone,2023-01-31,65.84,1552
3838,CUST0236,Phone,2023-03-02,64.97,409
3839,CUST0236,Phone,2023-04-01,8.77,231
3840,CUST0236,Internet,2023-01-01,78.67,538
3841,CUST0236,Internet,2023-01-31,42.8,1797
3842,CUST0236,Internet,2023-03-02,36.49,742
3843,CUST0236,Internet,2023-04-01,22.22,357
3844,CUST0236,Streaming,2023-01-01,47.9,508
3845,CUST0236,Streaming,2023-01-31,29.15,1147
3846,CUST0236,Streaming,2023-03-02,40.77,241
3847,CUST0236,Streaming,2023-04-01,34.46,1001
3848,CUST0237,Phone,2023-01-01,34.51,564
3849,CUST0237,Internet,2023-01-01,52.72,1162
3850,CUST0238,Phone,2023-01-01,29.15,975
3851,CUST0238,Phone,2023-01-31,68.07,977
3852,CUST0238,Phone,2023-03-02,77.3,1314
3853,CUST0238,Phone,2023-04-01,47.95,884
3854,CUST0238,Internet,2023-01-01,25.6,583
3855,CUST0238,Internet,2023-01-31,15.12,215
3856,CUST0238,Internet,2023-03-02,49.34,1451
3857,CUST0238,Internet,2023-04-01,78.55,1436
3858,CUST0238,Streaming,2023-01-01,18.48,1271
3859,CUST0238,Streaming,2023-01-31,19.36,1047
3860,CUST0238,Streaming,2023-03-02,44.24,1798
3861,CUST0238,Streaming,2023-04-01,26.93,1924
3862,CUST0239,Phone,2023-01-01,45.37,1345
3863,CUST0239,Internet,2023-01-01,56.95,990
3864,CUST0239,Streaming,2023-01-01,50.75,1445
3865,CUST0240,Phone,2023-01-01,54.18,867
3866,CUST0240,Phone,2023-01-31,49.78,1027
3867,CUST0240,Phone,2023-03-02,76.73,1599
3868,CUST0240,Phone,2023-04-01,3.6,1988
3869,CUST0240,Phone,2023-05-01,55.28,923
3870,CUST0240,Phone,2023-05-31,3.19,850
3871,CUST0240,Phone,2023-06-30,66.05,1307
3872,CUST0240,Internet,2023-01-01,67.31,155
3873,CUST0240,Internet,2023-01-31,48.86,1151
3874,CUST0240,Internet,2023-03-02,35.91,821
3875,CUST0240,Internet,2023-04-01,20.12,1548
3876,CUST0240,Internet,2023-05-01,36.33,140
3877,CUST0240,Internet,2023-05-31,5.08,359
3878,CUST0240,Internet,2023-06-30,50.77,955
3879,CUST0240,Streaming,2023-01-01,52.63,539
3880,CUST0240,Streaming,2023-01-31,7.09,1642
3881,CUST0240,Streaming,2023-03-02,4.48,1561
3882,CUST0240,Streaming,2023-04-01,73.37,1832
3883,CUST0240,Streaming,2023-05-01,33.01,960
3884,CUST0240,Streaming,2023-05-31,7.55,1055
3885,CUST0240,Streaming,2023-06-30,71.28,1243
3886,CUST0241,Phone,2023-01-01,67.92,1400
3887,CUST0241,Phone,2023-01-31,71.32,1906
3888,CUST0241,Phone,2023-03-02,39.24,1555
3889,CUST0241,Phone,2023-04-01,6.14,171
3890,CUST0241,Phone,2023-05-01,44.02,863
3891,CUST0241,Phone,2023-05-31,30.57,646
3892,CUST0241,Phone,2023-06-30,72.31,1884
3893,CUST0241,Phone,2023-07-30,37.52,1589
3894,CUST0241,Phone,2023-08-29,39.0,659
3895,CUST0241,Streaming,2023-01-01,42.47,1883
3896,CUST0241,Streaming,2023-01-31,11.8,1175
3897,CUST0241,Streaming,2023-03-02,33.56,933
3898,CUST0241,Streaming,2023-04-01,40.86,1337
3899,CUST0241,Streaming,2023-05-01,38.02,867
3900,CUST0241,Streaming,2023-05-31,12.91,1580
3901,CUST0241,Streaming,2023-06-30,39.1,1217
3902,CUST0241,Streaming,2023-07-30,16.38,536
3903,CUST0241,Streaming,2023-08-29,44.29,1501
3904,CUST0242,Phone,2023-01-01,50.88,1803
3905,CUST0242,Phone,2023-01-31,36.81,1162
3906,CUST0242,Phone,2023-03-02,44.01,1908
3907,CUST0242,Phone,2023-04-01,31.32,1355
3908,CUST0242,Phone,2023-05-01,27.98,1926
3909,CUST0242,Phone,2023-05-31,68.23,135
3910,CUST0242,Phone,2023-06-30,3.05,1084
3911,CUST0242,Phone,2023-07-30,12.63,1269
3912,CUST0242,Phone,2023-08-29,3.69,164
3913,CUST0242,Phone,2023-09-28,3.45,1643
3914,CUST0242,Phone,2023-10-28,8.69,1976
3915,CUST0242,Internet,2023-01-01,74.48,280
3916,CUST0242,Internet,2023-01-31,78.89,1278
3917,CUST0242,Internet,2023-03-02,17.71,726
3918,CUST0242,Internet,2023-04-01,57.89,1934
3919,CUST0242,Internet,2023-05-01,15.42,1495
3920,CUST0242,Internet,2023-05-31,68.39,211
3921,CUST0242,Internet,2023-06-30,14.45,1292
3922,CUST0242,Internet,2023-07-30,58.39,1971
3923,CUST0242,Internet,2023-08-29,15.04,1083
3924,CUST0242,Internet,2023-09-28,39.29,1559
3925,CUST0242,Internet,2023-10-28,78.13,1545
3926,CUST0242,Streaming,2023-01-01,55.11,1386
3927,CUST0242,Streaming,2023-01-31,46.49,1200
3928,CUST0242,Streaming,2023-03-02,78.17,1280
3929,CUST0242,Streaming,2023-04-01,50.56,840
3930,CUST0242,Streaming,2023-05-01,14.97,640
3931,CUST0242,Streaming,2023-05-31,9.12,1658
3932,CUST0242,Streaming,2023-06-30,24.07,1480
3933,CUST0242,Streaming,2023-07-30,77.27,1808
3934,CUST0242,Streaming,2023-08-29,69.7,1920
3935,CUST0242,Streaming,2023-09-28,38.89,468
3936,CUST0242,Streaming,2023-10-28,63.65,1956
3937,CUST0243,Phone,2023-01-01,31.61,1848
3938,CUST0243,Phone,2023-01-31,27.79,894
3939,CUST0243,Phone,2023-03-02,52.52,326
3940,CUST0243,Phone,2023-04-01,64.37,1936
3941,CUST0243,Phone,2023-05-01,8.54,864
3942,CUST0243,Phone,2023-05-31,27.95,164
3943,CUST0243,Phone,2023-06-30,3.32,1514
3944,CUST0243,Phone,2023-07-30,44.6,1024
3945,CUST0243,Phone,2023-08-29,41.47,206
3946,CUST0243,Phone,2023-09-28,26.82,1385
3947,CUST0243,Phone,2023-10-28,41.77,364
3948,CUST0243,Phone,2023-11-27,14.49,254
3949,CUST0243,Internet,2023-01-01,78.76,995
3950,CUST0243,Internet,2023-01-31,74.65,1720
3951,CUST0243,Internet,2023-03-02,21.73,344
3952,CUST0243,Internet,2023-04-01,63.85,1477
3953,CUST0243,Internet,2023-05-01,74.95,485
3954,CUST0243,Internet,2023-05-31,20.38,513
3955,CUST0243,Internet,2023-06-30,41.11,814
3956,CUST0243,Internet,2023-07-30,18.62,692
3957,CUST0243,Internet,2023-08-29,55.16,938
3958,CUST0243,Internet,2023-09-28,42.13,1168
3959,CUST0243,Internet,2023-10-28,75.5,1449
3960,CUST0243,Internet,2023-11-27,8.9,1359
3961,CUST0243,Streaming,2023-01-01,38.74,204
3962,CUST0243,Streaming,2023-01-31,6.21,495
3963,CUST0243,Streaming,2023-03-02,37.2,1343
3964,CUST0243,Streaming,2023-04-01,49.7,950
3965,CUST0243,Streaming,2023-05-01,78.38,1768
3966,CUST0243,Streaming,2023-05-31,40.75,1151
3967,CUST0243,Streaming,2023-06-30,39.46,727
3968,CUST0243,Streaming,2023-07-30,5.79,1528
3969,CUST0243,Streaming,2023-08-29,30.12,447
3970,CUST0243,Streaming,2023-09-28,47.63,669
3971,CUST0243,Streaming,2023-10-28,31.23,1460
3972,CUST0243,Streaming,2023-11-27,60.41,1532
3973,CUST0244,Phone,2023-01-01,10.43,936
3974,CUST0244,Internet,2023-01-01,14.79,1879
3975,CUST0244,Streaming,2023-01-01,50.29,409
3976,CUST0245,Internet,2023-01-01,42.75,745
3977,CUST0245,Internet,2023-01-31,70.88,1122
3978,CUST0245,Internet,2023-03-02,54.82,549
3979,CUST0245,Internet,2023-04-01,66.03,1370
3980,CUST0245,Internet,2023-05-01,70.18,127
3981,CUST0245,Internet,2023-05-31,14.04,1737
3982,CUST0245,Internet,2023-06-30,67.96,1859
3983,CUST0245,Streaming,2023-01-01,64.87,1634
3984,CUST0245,Streaming,2023-01-31,11.98,1577
3985,CUST0245,Streaming,2023-03-02,8.06,416
3986,CUST0245,Streaming,2023-04-01,58.49,437
3987,CUST0245,Streaming,2023-05-01,5.63,450
3988,CUST0245,Streaming,2023-05-31,72.84,1981
3989,CUST0245,Streaming,2023-06-30,34.56,1717
3990,CUST0246,Phone,2023-01-01,73.19,1683
3991,CUST0246,Phone,2023-01-31,6.18,539
3992,CUST0246,Phone,2023-03-02,75.34,891
3993,CUST0246,Phone,2023-04-01,39.27,1231
3994,CUST0246,Phone,2023-05-01,8.27,132
3995,CUST0246,Phone,2023-05-31,16.88,665
3996,CUST0246,Phone,2023-06-30,64.44,561
3997,CUST0246,Phone,2023-07-30,76.54,1481
3998,CUST0246,Phone,2023-08-29,17.58,458
3999,CUST0246,Internet,2023-01-01,6.65,292
4000,CUST0246,Internet,2023-01-31,20.15,1586
4001,CUST0246,Internet,2023-03-02,44.96,1269
4002,CUST0246,Internet,2023-04-01,57.54,989
4003,CUST0246,Internet,2023-05-01,29.6,385
4004,CUST0246,Internet,2023-05-31,56.13,210
4005,CUST0246,Internet,2023-06-30,13.46,892
4006,CUST0246,Internet,2023-07-30,21.5,1257
4007,CUST0246,Internet,2023-08-29,62.88,1466
4008,CUST0246,Streaming,2023-01-01,68.99,413
4009,CUST0246,Streaming,2023-01-31,46.12,1729
4010,CUST0246,Streaming,2023-03-02,37.53,1287
4011,CUST0246,Streaming,2023-04-01,72.6,709
4012,CUST0246,Streaming,2023-05-01,70.13,1201
4013,CUST0246,Streaming,2023-05-31,74.34,369
4014,CUST0246,Streaming,2023-06-30,40.38,979
4015,CUST0246,Streaming,2023-07-30,47.11,1178
4016,CUST0246,Streaming,2023-08-29,24.2,1073
4017,CUST0247,Phone,2023-01-01,38.69,1660
4018,CUST0247,Phone,2023-01-31,7.64,1225
4019,CUST0247,Phone,2023-03-02,52.92,1931
4020,CUST0247,Phone,2023-04-01,9.83,874
4021,CUST0247,Phone,2023-05-01,70.65,219
4022,CUST0247,Phone,2023-05-31,6.49,1414
4023,CUST0247,Phone,2023-06-30,69.68,1796
4024,CUST0247,Phone,2023-07-30,27.77,1517
4025,CUST0247,Internet,2023-01-01,65.85,561
4026,CUST0247,Internet,2023-01-31,28.39,1523
4027,CUST0247,Internet,2023-03-02,49.29,1215
4028,CUST0247,Internet,2023-04-01,77.71,105
4029,CUST0247,Internet,2023-05-01,41.25,370
4030,CUST0247,Internet,2023-05-31,12.23,910
4031,CUST0247,Internet,2023-06-30,40.49,625
4032,CUST0247,Internet,2023-07-30,6.14,1789
4033,CUST0247,Streaming,2023-01-01,64.05,869
4034,CUST0247,Streaming,2023-01-31,63.51,1123
4035,CUST0247,Streaming,2023-03-02,53.34,1337
4036,CUST0247,Streaming,2023-04-01,69.24,1656
4037,CUST0247,Streaming,2023-05-01,3.5,467
4038,CUST0247,Streaming,2023-05-31,12.18,1976
4039,CUST0247,Streaming,2023-06-30,26.14,1807
4040,CUST0247,Streaming,2023-07-30,71.67,104
4041,CUST0248,Phone,2023-01-01,44.25,1525
4042,CUST0248,Phone,2023-01-31,38.7,1615
4043,CUST0248,Phone,2023-03-02,5.99,685
4044,CUST0248,Phone,2023-04-01,27.98,860
4045,CUST0248,Phone,2023-05-01,52.52,251
4046,CUST0248,Phone,2023-05-31,50.84,603
4047,CUST0248,Phone,2023-06-30,15.4,143
4048,CUST0248,Internet,2023-01-01,49.48,1364
4049,CUST0248,Internet,2023-01-31,77.89,450
4050,CUST0248,Internet,2023-03-02,65.79,1759
4051,CUST0248,Internet,2023-04-01,48.07,565
4052,CUST0248,Internet,2023-05-01,15.79,1804
4053,CUST0248,Internet,2023-05-31,63.91,1655
4054,CUST0248,Internet,2023-06-30,76.13,1316
4055,CUST0248,Streaming,2023-01-01,24.52,379
4056,CUST0248,Streaming,2023-01-31,17.1,656
4057,CUST0248,Streaming,2023-03-02,56.43,1277
4058,CUST0248,Streaming,2023-04-01,14.27,1031
4059,CUST0248,Streaming,2023-05-01,45.63,1482
4060,CUST0248,Streaming,2023-05-31,36.96,1351
4061,CUST0248,Streaming,2023-06-30,60.17,1944
4062,CUST0249,Phone,2023-01-01,24.85,832
4063,CUST0249,Phone,2023-01-31,27.24,1166
4064,CUST0249,Phone,2023-03-02,68.06,1895
4065,CUST0249,Phone,2023-04-01,67.34,1863
4066,CUST0249,Phone,2023-05-01,71.38,435
4067,CUST0249,Phone,2023-05-31,52.06,878
4068,CUST0249,Phone,2023-06-30,79.22,1337
4069,CUST0249,Phone,2023-07-30,30.33,1566
4070,CUST0249,Phone,2023-08-29,41.06,1038
4071,CUST0249,Internet,2023-01-01,13.24,1824
4072,CUST0249,Internet,2023-01-31,56.11,1353
4073,CUST0249,Internet,2023-03-02,50.63,1385
4074,CUST0249,Internet,2023-04-01,77.88,1259
4075,CUST0249,Internet,2023-05-01,22.68,1066
4076,CUST0249,Internet,2023-05-31,32.75,1755
4077,CUST0249,Internet,2023-06-30,75.71,1074
4078,CUST0249,Internet,2023-07-30,79.51,1269
4079,CUST0249,Internet,2023-08-29,48.81,208
4080,CUST0249,Streaming,2023-01-01,70.68,1389
4081,CUST0249,Streaming,2023-01-31,65.52,1093
4082,CUST0249,Streaming,2023-03-02,23.02,921
4083,CUST0249,Streaming,2023-04-01,30.88,1036
4084,CUST0249,Streaming,2023-05-01,15.12,290
4085,CUST0249,Streaming,2023-05-31,41.39,241
4086,CUST0249,Streaming,2023-06-30,3.6,939
4087,CUST0249,Streaming,2023-07-30,73.09,665
4088,CUST0249,Streaming,2023-08-29,56.29,1234
4089,CUST0251,Phone,2023-01-01,10.05,630
4090,CUST0251,Internet,2023-01-01,42.87,661
4091,CUST0251,Streaming,2023-01-01,50.61,401
4092,CUST0252,Phone,2023-01-01,55.25,609
4093,CUST0252,Phone,2023-01-31,57.69,1630
4094,CUST0252,Phone,2023-03-02,73.01,1497
